index,jersey_number,player.id,player.name,position.id,position.name,match_id
2480,7,17274,Poppy Pattinson,8,Left Wing Back,19742
2480,8,16384,Carla Humphrey,13,Right Center Midfield,19742
2480,20,10095,Julie Biesmans,15,Left Center Midfield,19742
2480,17,21048,Rosella Ayane,17,Right Wing,19742
2480,14,16386,Lucy Graham,21,Left Wing,19742
2480,10,16388,Ella Rutherford,23,Center Forward,19742
1,1,15626,Anke Preuß,1,Goalkeeper,19754
1,3,15630,Leigh-Anne Robe,2,Right Back,19754
1,6,15614,Sophie Elizabeth Bradley-Auckland,3,Right Center Back,19754
1,19,19417,Amy Rodgers,5,Left Center Back,19754
1,23,24239,Jemma Elizabeth Purfield,6,Left Back,19754
1,8,19416,Laura Coombs,9,Right Defensive Midfield,19754
1,10,15628,Christie Murray,11,Left Defensive Midfield,19754
1,11,10093,Yana Daniels,12,Right Midfield,19754
1,9,15611,Courtney Sweetman-Kirk,16,Left Midfield,19754
1,24,19418,Kirsty Linnett,19,Center Attacking Midfield,19754
1,20,15613,Rinsola Babajide,23,Center Forward,19754
2,18,15615,Pauline Peyraud Magnin,1,Goalkeeper,19754
2,17,10179,Lisa Evans,2,Right Back,19754
2,6,18999,Leah Williamson,3,Right Center Back,19754
2,16,15621,Louise Quinn,5,Left Center Back,19754
2,2,10088,Katrine Veje,6,Left Back,19754
2,20,10666,Dominique Johanna Anna Bloodworth,10,Center Defensive Midfield,19754
2,15,15620,Katie McCabe,12,Right Midfield,19754
2,10,15616,Kim Little,13,Right Center Midfield,19754
2,7,10658,Danielle van de Donk,15,Left Center Midfield,19754
2,23,15619,Bethany Mead,16,Left Midfield,19754
2,11,15623,Vivianne Miedema,23,Center Forward,19754
1,1,15626,Anke Preuß,1,Goalkeeper,19765
1,44,15629,Satara Murray,2,Right Back,19765
1,6,15614,Sophie Elizabeth Bradley-Auckland,3,Right Center Back,19765
1,2,15618,Jasmine Matthews,5,Left Center Back,19765
1,3,15630,Leigh-Anne Robe,6,Left Back,19765
1,5,19777,Niamh Fahey,10,Center Defensive Midfield,19765
1,10,15628,Christie Murray,13,Right Center Midfield,19765
1,8,19416,Laura Coombs,15,Left Center Midfield,19765
1,7,15218,Jessica Anne Clarke,17,Right Wing,19765
1,20,15613,Rinsola Babajide,21,Left Wing,19765
1,9,15611,Courtney Sweetman-Kirk,23,Center Forward,19765
2,29,22032,Hannah Hampton,1,Goalkeeper,19765
2,23,19592,Harriet Scott,2,Right Back,19765
2,3,19502,Meaghan Sargeant,3,Right Center Back,19765
2,25,19503,Aoife Mannion,5,Left Center Back,19765
2,6,15569,Kerys Harrop,6,Left Back,19765
2,4,19501,Hayley Ladd,9,Right Defensive Midfield,19765
2,7,10193,Chloe Arthur,11,Left Defensive Midfield,19765
2,14,15557,Emma Follis,17,Right Wing,19765
2,37,15562,Lucy Staniforth,19,Center Attacking Midfield,19765
2,18,21556,Connie Scofield,21,Left Wing,19765
2,15,15563,Charlie Wellings,23,Center Forward,19765
3441,29,22032,Hannah Hampton,1,Goalkeeper,19765
3441,23,19592,Harriet Scott,2,Right Back,19765
3441,3,19502,Meaghan Sargeant,3,Right Center Back,19765
3441,25,19503,Aoife Mannion,5,Left Center Back,19765
3441,6,15569,Kerys Harrop,6,Left Back,19765
3441,4,19501,Hayley Ladd,9,Right Defensive Midfield,19765
3441,7,10193,Chloe Arthur,11,Left Defensive Midfield,19765
3441,18,21556,Connie Scofield,17,Right Wing,19765
3441,37,15562,Lucy Staniforth,19,Center Attacking Midfield,19765
3441,8,19500,Sarah Emma Mayling,21,Left Wing,19765
3441,15,15563,Charlie Wellings,23,Center Forward,19765
1,1,15576,Kirstie Levell,1,Goalkeeper,19774
1,2,15578,Faye Bryson,2,Right Back,19774
1,6,15574,Georgia Brougham,3,Right Center Back,19774
1,4,15575,Gabrielle George,5,Left Center Back,19774
1,14,19687,Taylor Hinds,6,Left Back,19774
1,20,18254,Megan Finnigan,10,Center Defensive Midfield,19774
1,10,15559,Simone Magill,12,Right Midfield,19774
1,12,15577,Angharad James,13,Right Center Midfield,19774
1,22,15558,Dominique Bruinenberg,15,Left Center Midfield,19774
1,11,15570,Chloe Kelly,16,Left Midfield,19774
1,8,15579,Inessa Kaagman,23,Center Forward,19774
2,1,16376,Sophie Baggaley,1,Goalkeeper,19774
2,2,16391,Loren Dykes,2,Right Back,19774
2,6,16383,Danique Kerkdijk,3,Right Center Back,19774
2,5,10171,Frankie Brown,5,Left Center Back,19774
2,7,17274,Poppy Pattinson,6,Left Back,19774
2,8,16384,Carla Humphrey,9,Right Defensive Midfield,19774
2,20,10095,Julie Biesmans,11,Left Defensive Midfield,19774
2,17,21048,Rosella Ayane,17,Right Wing,19774
2,14,16386,Lucy Graham,19,Center Attacking Midfield,19774
2,10,16388,Ella Rutherford,21,Left Wing,19774
2,9,16390,Juliette Kemppi,23,Center Forward,19774
1382,1,16376,Sophie Baggaley,1,Goalkeeper,19774
1382,2,16391,Loren Dykes,2,Right Back,19774
1382,6,16383,Danique Kerkdijk,3,Right Center Back,19774
1382,5,10171,Frankie Brown,5,Left Center Back,19774
1382,7,17274,Poppy Pattinson,6,Left Back,19774
1382,8,16384,Carla Humphrey,9,Right Defensive Midfield,19774
1382,20,10095,Julie Biesmans,11,Left Defensive Midfield,19774
1382,10,16388,Ella Rutherford,17,Right Wing,19774
1382,14,16386,Lucy Graham,19,Center Attacking Midfield,19774
1382,17,21048,Rosella Ayane,21,Left Wing,19774
1382,9,16390,Juliette Kemppi,23,Center Forward,19774
2973,1,15576,Kirstie Levell,1,Goalkeeper,19774
2973,20,18254,Megan Finnigan,3,Right Center Back,19774
2973,6,15574,Georgia Brougham,4,Center Back,19774
2973,4,15575,Gabrielle George,5,Left Center Back,19774
2973,7,15556,Chantelle Boye-Hlorkah,12,Right Midfield,19774
2973,14,19687,Taylor Hinds,13,Right Center Midfield,19774
2973,12,15577,Angharad James,15,Left Center Midfield,19774
2973,11,15570,Chloe Kelly,16,Left Midfield,19774
2973,9,15580,Claudia Walker,22,Right Center Forward,19774
2973,28,21230,Elise Hughes,24,Left Center Forward,19774
2973,8,15579,Inessa Kaagman,25,Secondary Striker,19774
1,1,4640,Rut Hedvig Lindahl,1,Goalkeeper,19783
1,3,17275,Hannah Jayne Blundell,2,Right Back,19783
1,4,4642,Millie Bright,3,Right Center Back,19783
1,16,4633,Magdalena Lilly Eriksson,5,Left Center Back,19783
1,20,10222,Jonna Ann-Charlotte Andersson,6,Left Back,19783
1,24,4638,Drew Spence,13,Right Center Midfield,19783
1,5,15549,Sophie Louise Ingle,15,Left Center Midfield,19783
1,22,4660,Erin Cuthbert,17,Right Wing,19783
1,10,4647,So-Yun Ji,19,Center Attacking Midfield,19783
1,8,15553,Karen Julia Carney,21,Left Wing,19783
1,15,15550,Bethany England,23,Center Forward,19783
2,1,15576,Kirstie Levell,1,Goalkeeper,19783
2,14,19687,Taylor Hinds,2,Right Back,19783
2,6,15574,Georgia Brougham,3,Right Center Back,19783
2,4,15575,Gabrielle George,5,Left Center Back,19783
2,3,15571,Danielle Turner,6,Left Back,19783
2,20,18254,Megan Finnigan,10,Center Defensive Midfield,19783
2,12,15577,Angharad James,13,Right Center Midfield,19783
2,10,15559,Simone Magill,15,Left Center Midfield,19783
2,11,15570,Chloe Kelly,17,Right Wing,19783
2,7,15556,Chantelle Boye-Hlorkah,21,Left Wing,19783
2,28,21230,Elise Hughes,23,Center Forward,19783
2733,1,4640,Rut Hedvig Lindahl,1,Goalkeeper,19783
2733,3,17275,Hannah Jayne Blundell,2,Right Back,19783
2733,4,4642,Millie Bright,3,Right Center Back,19783
2733,16,4633,Magdalena Lilly Eriksson,5,Left Center Back,19783
2733,11,21062,Alexandra Riley,6,Left Back,19783
2733,24,4638,Drew Spence,13,Right Center Midfield,19783
2733,5,15549,Sophie Louise Ingle,15,Left Center Midfield,19783
2733,14,4641,Francesca Kirby,17,Right Wing,19783
2733,10,4647,So-Yun Ji,19,Center Attacking Midfield,19783
2733,8,15553,Karen Julia Carney,21,Left Wing,19783
2733,15,15550,Bethany England,23,Center Forward,19783
2895,1,15576,Kirstie Levell,1,Goalkeeper,19783
2895,20,18254,Megan Finnigan,2,Right Back,19783
2895,6,15574,Georgia Brougham,3,Right Center Back,19783
2895,4,15575,Gabrielle George,5,Left Center Back,19783
2895,3,15571,Danielle Turner,6,Left Back,19783
2895,12,15577,Angharad James,10,Center Defensive Midfield,19783
2895,11,15570,Chloe Kelly,13,Right Center Midfield,19783
2895,10,15559,Simone Magill,15,Left Center Midfield,19783
2895,14,19687,Taylor Hinds,17,Right Wing,19783
2895,8,15579,Inessa Kaagman,21,Left Wing,19783
2895,28,21230,Elise Hughes,23,Center Forward,19783
2906,1,4640,Rut Hedvig Lindahl,1,Goalkeeper,19783
2906,3,17275,Hannah Jayne Blundell,2,Right Back,19783
2906,4,4642,Millie Bright,3,Right Center Back,19783
2906,16,4633,Magdalena Lilly Eriksson,5,Left Center Back,19783
2906,11,21062,Alexandra Riley,6,Left Back,19783
2906,24,4638,Drew Spence,13,Right Center Midfield,19783
2906,5,15549,Sophie Louise Ingle,15,Left Center Midfield,19783
2906,8,15553,Karen Julia Carney,17,Right Wing,19783
2906,10,4647,So-Yun Ji,19,Center Attacking Midfield,19783
2906,14,4641,Francesca Kirby,21,Left Wing,19783
2906,15,15550,Bethany England,23,Center Forward,19783
1,28,19421,Carly Mitchell Telford,1,Goalkeeper,19794
1,3,17275,Hannah Jayne Blundell,2,Right Back,19794
1,21,20061,Deanna Cooper,3,Right Center Back,19794
1,16,4633,Magdalena Lilly Eriksson,5,Left Center Back,19794
1,20,10222,Jonna Ann-Charlotte Andersson,6,Left Back,19794
1,5,15549,Sophie Louise Ingle,10,Center Defensive Midfield,19794
1,22,4660,Erin Cuthbert,13,Right Center Midfield,19794
1,23,4659,Ramona Bachmann,15,Left Center Midfield,19794
1,10,4647,So-Yun Ji,19,Center Attacking Midfield,19794
1,14,4641,Francesca Kirby,22,Right Center Forward,19794
1,15,15550,Bethany England,24,Left Center Forward,19794
2,1,16376,Sophie Baggaley,1,Goalkeeper,19794
2,2,16391,Loren Dykes,2,Right Back,19794
2,6,16383,Danique Kerkdijk,3,Right Center Back,19794
2,3,16381,Gemma Evans,5,Left Center Back,19794
2,7,17274,Poppy Pattinson,6,Left Back,19794
2,5,10171,Frankie Brown,10,Center Defensive Midfield,19794
2,15,23412,Abigail Harrison,12,Right Midfield,19794
2,8,16384,Carla Humphrey,13,Right Center Midfield,19794
2,20,10095,Julie Biesmans,15,Left Center Midfield,19794
2,10,16388,Ella Rutherford,16,Left Midfield,19794
2,9,16390,Juliette Kemppi,23,Center Forward,19794
267,1,16376,Sophie Baggaley,1,Goalkeeper,19794
267,6,16383,Danique Kerkdijk,3,Right Center Back,19794
267,5,10171,Frankie Brown,4,Center Back,19794
267,3,16381,Gemma Evans,5,Left Center Back,19794
267,2,16391,Loren Dykes,7,Right Wing Back,19794
267,7,17274,Poppy Pattinson,8,Left Wing Back,19794
267,20,10095,Julie Biesmans,13,Right Center Midfield,19794
267,8,16384,Carla Humphrey,15,Left Center Midfield,19794
267,15,23412,Abigail Harrison,17,Right Wing,19794
267,10,16388,Ella Rutherford,21,Left Wing,19794
267,9,16390,Juliette Kemppi,23,Center Forward,19794
3754,28,19421,Carly Mitchell Telford,1,Goalkeeper,19794
3754,7,19422,Jessica Carter,2,Right Back,19794
3754,21,20061,Deanna Cooper,3,Right Center Back,19794
3754,16,4633,Magdalena Lilly Eriksson,5,Left Center Back,19794
3754,11,21062,Alexandra Riley,6,Left Back,19794
3754,5,15549,Sophie Louise Ingle,9,Right Defensive Midfield,19794
3754,22,4660,Erin Cuthbert,11,Left Defensive Midfield,19794
3754,17,17273,Adelina Engman,12,Right Midfield,19794
3754,23,4659,Ramona Bachmann,16,Left Midfield,19794
3754,14,4641,Francesca Kirby,22,Right Center Forward,19794
3754,15,15550,Bethany England,24,Left Center Forward,19794
1,1,15626,Anke Preuß,1,Goalkeeper,19799
1,3,15630,Leigh-Anne Robe,2,Right Back,19799
1,6,15614,Sophie Elizabeth Bradley-Auckland,3,Right Center Back,19799
1,12,15622,Leandra Little,5,Left Center Back,19799
1,23,24239,Jemma Elizabeth Purfield,6,Left Back,19799
1,5,19777,Niamh Fahey,9,Right Defensive Midfield,19799
1,19,19417,Amy Rodgers,11,Left Defensive Midfield,19799
1,11,10093,Yana Daniels,17,Right Wing,19799
1,8,19416,Laura Coombs,19,Center Attacking Midfield,19799
1,9,15611,Courtney Sweetman-Kirk,21,Left Wing,19799
1,24,19418,Kirsty Linnett,23,Center Forward,19799
2,30,15560,Ann-Katrin Berger,1,Goalkeeper,19799
2,3,17275,Hannah Jayne Blundell,2,Right Back,19799
2,18,10395,Maren Nævdal Mjelde,3,Right Center Back,19799
2,16,4633,Magdalena Lilly Eriksson,5,Left Center Back,19799
2,20,10222,Jonna Ann-Charlotte Andersson,6,Left Back,19799
2,24,4638,Drew Spence,13,Right Center Midfield,19799
2,7,19422,Jessica Carter,15,Left Center Midfield,19799
2,22,4660,Erin Cuthbert,17,Right Wing,19799
2,14,4641,Francesca Kirby,19,Center Attacking Midfield,19799
2,8,15553,Karen Julia Carney,21,Left Wing,19799
2,23,4659,Ramona Bachmann,23,Center Forward,19799
1,1,10646,Sari van Veenendaal,1,Goalkeeper,19811
1,17,10179,Lisa Evans,2,Right Back,19811
1,6,18999,Leah Williamson,3,Right Center Back,19811
1,16,15621,Louise Quinn,5,Left Center Back,19811
1,2,10088,Katrine Veje,6,Left Back,19811
1,10,15616,Kim Little,9,Right Defensive Midfield,19811
1,20,10666,Dominique Johanna Anna Bloodworth,11,Left Defensive Midfield,19811
1,23,15619,Bethany Mead,17,Right Wing,19811
1,7,10658,Danielle van de Donk,19,Center Attacking Midfield,19811
1,15,15620,Katie McCabe,21,Left Wing,19811
1,11,15623,Vivianne Miedema,23,Center Forward,19811
2,1,15576,Kirstie Levell,1,Goalkeeper,19811
2,14,19687,Taylor Hinds,2,Right Back,19811
2,20,18254,Megan Finnigan,3,Right Center Back,19811
2,5,15572,Siri Worm,5,Left Center Back,19811
2,3,15571,Danielle Turner,6,Left Back,19811
2,12,15577,Angharad James,9,Right Defensive Midfield,19811
2,13,15573,Abbey-Leigh Stringer,11,Left Defensive Midfield,19811
2,7,15556,Chantelle Boye-Hlorkah,17,Right Wing,19811
2,8,15579,Inessa Kaagman,19,Center Attacking Midfield,19811
2,16,18253,Hannah Cain,21,Left Wing,19811
2,10,15559,Simone Magill,23,Center Forward,19811
985,1,10646,Sari van Veenendaal,1,Goalkeeper,19811
985,17,10179,Lisa Evans,2,Right Back,19811
985,6,18999,Leah Williamson,3,Right Center Back,19811
985,16,15621,Louise Quinn,5,Left Center Back,19811
985,2,10088,Katrine Veje,6,Left Back,19811
985,10,15616,Kim Little,9,Right Defensive Midfield,19811
985,20,10666,Dominique Johanna Anna Bloodworth,11,Left Defensive Midfield,19811
985,15,15620,Katie McCabe,17,Right Wing,19811
985,7,10658,Danielle van de Donk,19,Center Attacking Midfield,19811
985,23,15619,Bethany Mead,21,Left Wing,19811
985,11,15623,Vivianne Miedema,23,Center Forward,19811
1149,1,10646,Sari van Veenendaal,1,Goalkeeper,19811
1149,17,10179,Lisa Evans,2,Right Back,19811
1149,6,18999,Leah Williamson,3,Right Center Back,19811
1149,16,15621,Louise Quinn,5,Left Center Back,19811
1149,2,10088,Katrine Veje,6,Left Back,19811
1149,10,15616,Kim Little,9,Right Defensive Midfield,19811
1149,20,10666,Dominique Johanna Anna Bloodworth,11,Left Defensive Midfield,19811
1149,11,15623,Vivianne Miedema,17,Right Wing,19811
1149,7,10658,Danielle van de Donk,19,Center Attacking Midfield,19811
1149,23,15619,Bethany Mead,21,Left Wing,19811
1149,15,15620,Katie McCabe,23,Center Forward,19811
1474,1,10646,Sari van Veenendaal,1,Goalkeeper,19811
1474,17,10179,Lisa Evans,2,Right Back,19811
1474,6,18999,Leah Williamson,3,Right Center Back,19811
1474,16,15621,Louise Quinn,5,Left Center Back,19811
1474,2,10088,Katrine Veje,6,Left Back,19811
1474,10,15616,Kim Little,9,Right Defensive Midfield,19811
1474,20,10666,Dominique Johanna Anna Bloodworth,11,Left Defensive Midfield,19811
1474,15,15620,Katie McCabe,17,Right Wing,19811
1474,7,10658,Danielle van de Donk,19,Center Attacking Midfield,19811
1474,23,15619,Bethany Mead,21,Left Wing,19811
1474,11,15623,Vivianne Miedema,23,Center Forward,19811
2266,1,15576,Kirstie Levell,1,Goalkeeper,19811
2266,14,19687,Taylor Hinds,2,Right Back,19811
2266,20,18254,Megan Finnigan,3,Right Center Back,19811
2266,5,15572,Siri Worm,5,Left Center Back,19811
2266,3,15571,Danielle Turner,6,Left Back,19811
2266,13,15573,Abbey-Leigh Stringer,9,Right Defensive Midfield,19811
2266,12,15577,Angharad James,11,Left Defensive Midfield,19811
2266,10,15559,Simone Magill,17,Right Wing,19811
2266,8,15579,Inessa Kaagman,19,Center Attacking Midfield,19811
2266,7,15556,Chantelle Boye-Hlorkah,21,Left Wing,19811
2266,28,21230,Elise Hughes,23,Center Forward,19811
2996,1,10646,Sari van Veenendaal,1,Goalkeeper,19811
2996,17,10179,Lisa Evans,2,Right Back,19811
2996,6,18999,Leah Williamson,3,Right Center Back,19811
2996,16,15621,Louise Quinn,5,Left Center Back,19811
2996,15,15620,Katie McCabe,6,Left Back,19811
2996,22,10235,Viktoria Schnaderbeck,9,Right Defensive Midfield,19811
2996,20,10666,Dominique Johanna Anna Bloodworth,11,Left Defensive Midfield,19811
2996,7,10658,Danielle van de Donk,17,Right Wing,19811
2996,10,15616,Kim Little,19,Center Attacking Midfield,19811
2996,9,24281,Danielle Carter,21,Left Wing,19811
2996,11,15623,Vivianne Miedema,23,Center Forward,19811
3268,1,10646,Sari van Veenendaal,1,Goalkeeper,19811
3268,17,10179,Lisa Evans,2,Right Back,19811
3268,6,18999,Leah Williamson,3,Right Center Back,19811
3268,16,15621,Louise Quinn,5,Left Center Back,19811
3268,15,15620,Katie McCabe,6,Left Back,19811
3268,22,10235,Viktoria Schnaderbeck,9,Right Defensive Midfield,19811
3268,20,10666,Dominique Johanna Anna Bloodworth,11,Left Defensive Midfield,19811
3268,7,10658,Danielle van de Donk,17,Right Wing,19811
3268,10,15616,Kim Little,19,Center Attacking Midfield,19811
3268,21,10415,Tabea Kemme,21,Left Wing,19811
3268,9,24281,Danielle Carter,23,Center Forward,19811
1,1,20015,Jens Lehmann,1,Goalkeeper,3749642
1,12,40222,Laureano Bisan-Etame Mayer,2,Right Back,3749642
1,28,38412,Kolo Habib Touré,3,Right Center Back,3749642
1,23,15637,"Sulzeer Jeremiah ""Sol"" Campbell",5,Left Center Back,3749642
1,3,12529,Ashley Cole,6,Left Back,3749642
1,4,15515,Patrick Vieira,9,Right Defensive Midfield,3749642
1,17,26014,Eduardo César Daude Gaspar,11,Left Defensive Midfield,3749642
1,8,15754,Fredrik Ljungberg,12,Right Midfield,3749642
1,7,19312,Robert Pirès ,16,Left Midfield,3749642
1,10,15042,Dennis Bergkamp,22,Right Center Forward,3749642
1,14,15516,Thierry Henry,24,Left Center Forward,3749642
2,1,40378,Dean Kiely,1,Goalkeeper,3749642
2,19,40416,Luke Young,2,Right Back,3749642
2,6,40380,Mark Fish,3,Right Center Back,3749642
2,24,40417,Jonathan Fortune,5,Left Center Back,3749642
2,12,40377,Hermann Hreidarsson,6,Left Back,3749642
2,2,13808,Radostin Kishishev,12,Right Midfield,3749642
2,8,40379,Matt Holland,13,Right Center Midfield,3749642
2,10,20153,Claus Jensen,15,Left Center Midfield,3749642
2,4,40376,Graham Stuart,16,Left Midfield,3749642
2,35,40418,Carlton Cole Okirie,22,Right Center Forward,3749642
2,11,40375,Paolo Di Canio,24,Left Center Forward,3749642
1,1,20055,Marc-André ter Stegen,1,Goalkeeper,9575
1,2,6374,Nélson Cabral Semedo,2,Right Back,9575
1,14,5506,Javier Alejandro Mascherano,3,Right Center Back,9575
1,23,5492,Samuel Yves Umtiti,5,Left Center Back,9575
1,18,5211,Jordi Alba Ramos,6,Left Back,9575
1,16,3726,Gerard Deulofeu Lázaro,12,Right Midfield,9575
1,5,5203,Sergio Busquets i Burgos,13,Right Center Midfield,9575
1,4,5470,Ivan Rakitić,15,Left Center Midfield,9575
1,17,6402,Francisco Alcácer García,16,Left Midfield,9575
1,20,6379,Sergi Roberto Carnicer,19,Center Attacking Midfield,9575
1,10,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,9575
2,13,6654,Antonio Adán Garrido,1,Goalkeeper,9575
2,19,6663,Antonio Barragán Fernández,2,Right Back,9575
2,23,6648,Aïssa Mandi,3,Right Center Back,9575
2,4,6647,Zouhair Feddal,5,Left Center Back,9575
2,21,6835,Alin Dorinel Toșca,6,Left Back,9575
2,18,5563,José Andrés Guardado Hernández,10,Center Defensive Midfield,9575
2,29,20062,Juan José Narváez Solarte,13,Right Center Midfield,9575
2,8,6659,Víctor Camarasa Ferrando,15,Left Center Midfield,9575
2,11,18867,Matías Nahuel Leiva Esquivel,17,Right Wing,9575
2,17,6651,Joaquín Sánchez Rodríguez,21,Left Wing,9575
2,7,6657,Sergio León Limones,23,Center Forward,9575
2855,1,20055,Marc-André ter Stegen,1,Goalkeeper,9575
2855,2,6374,Nélson Cabral Semedo,2,Right Back,9575
2855,14,5506,Javier Alejandro Mascherano,3,Right Center Back,9575
2855,23,5492,Samuel Yves Umtiti,5,Left Center Back,9575
2855,18,5211,Jordi Alba Ramos,6,Left Back,9575
2855,17,6402,Francisco Alcácer García,12,Right Midfield,9575
2855,4,5470,Ivan Rakitić,13,Right Center Midfield,9575
2855,5,5203,Sergio Busquets i Burgos,15,Left Center Midfield,9575
2855,16,3726,Gerard Deulofeu Lázaro,16,Left Midfield,9575
2855,10,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,9575
2855,20,6379,Sergi Roberto Carnicer,25,Secondary Striker,9575
3129,13,6654,Antonio Adán Garrido,1,Goalkeeper,9575
3129,19,6663,Antonio Barragán Fernández,2,Right Back,9575
3129,23,6648,Aïssa Mandi,3,Right Center Back,9575
3129,4,6647,Zouhair Feddal,5,Left Center Back,9575
3129,21,6835,Alin Dorinel Toșca,6,Left Back,9575
3129,3,6836,Francisco Javier García Fernández,10,Center Defensive Midfield,9575
3129,18,5563,José Andrés Guardado Hernández,13,Right Center Midfield,9575
3129,8,6659,Víctor Camarasa Ferrando,15,Left Center Midfield,9575
3129,11,18867,Matías Nahuel Leiva Esquivel,17,Right Wing,9575
3129,17,6651,Joaquín Sánchez Rodríguez,21,Left Wing,9575
3129,7,6657,Sergio León Limones,23,Center Forward,9575
3218,1,20055,Marc-André ter Stegen,1,Goalkeeper,9575
3218,2,6374,Nélson Cabral Semedo,2,Right Back,9575
3218,14,5506,Javier Alejandro Mascherano,3,Right Center Back,9575
3218,23,5492,Samuel Yves Umtiti,5,Left Center Back,9575
3218,18,5211,Jordi Alba Ramos,6,Left Back,9575
3218,22,6400,Aleix Vidal Parreu,12,Right Midfield,9575
3218,4,5470,Ivan Rakitić,13,Right Center Midfield,9575
3218,5,5203,Sergio Busquets i Burgos,15,Left Center Midfield,9575
3218,17,6402,Francisco Alcácer García,16,Left Midfield,9575
3218,10,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,9575
3218,20,6379,Sergi Roberto Carnicer,25,Secondary Striker,9575
1,1,6629,Fernando Pacheco Flores,1,Goalkeeper,9581
1,2,6856,Carlos Martín Vigaray,2,Right Back,9581
1,4,6614,Alexis Ruano Delgado,3,Right Center Back,9581
1,12,6636,Rodrigo Ely,5,Left Center Back,9581
1,17,6737,Alfonso Pedraza Sag,6,Left Back,9581
1,18,6622,Tomás Pina Isla,10,Center Defensive Midfield,9581
1,10,6628,Óscar David Romero Villamayor,12,Right Midfield,9581
1,22,6626,Mubarak Wakaso,13,Right Center Midfield,9581
1,19,6632,Manuel Alejandro García Sánchez,15,Left Center Midfield,9581
1,11,6617,Ibai Gómez Pérez,16,Left Midfield,9581
1,7,6613,Rubén Sobrino Pozuelo,23,Center Forward,9581
2,1,20055,Marc-André ter Stegen,1,Goalkeeper,9581
2,20,6379,Sergi Roberto Carnicer,2,Right Back,9581
2,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9581
2,23,5492,Samuel Yves Umtiti,5,Left Center Back,9581
2,18,5211,Jordi Alba Ramos,6,Left Back,9581
2,5,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,9581
2,4,5470,Ivan Rakitić,13,Right Center Midfield,9581
2,8,5216,Andrés Iniesta Luján,15,Left Center Midfield,9581
2,22,6400,Aleix Vidal Parreu,17,Right Wing,9581
2,16,3726,Gerard Deulofeu Lázaro,21,Left Wing,9581
2,10,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,9581
2273,1,20055,Marc-André ter Stegen,1,Goalkeeper,9581
2273,20,6379,Sergi Roberto Carnicer,2,Right Back,9581
2273,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9581
2273,23,5492,Samuel Yves Umtiti,5,Left Center Back,9581
2273,18,5211,Jordi Alba Ramos,6,Left Back,9581
2273,5,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,9581
2273,4,5470,Ivan Rakitić,13,Right Center Midfield,9581
2273,8,5216,Andrés Iniesta Luján,15,Left Center Midfield,9581
2273,16,3726,Gerard Deulofeu Lázaro,17,Right Wing,9581
2273,17,6402,Francisco Alcácer García,21,Left Wing,9581
2273,10,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,9581
1,1,20055,Marc-André ter Stegen,1,Goalkeeper,9592
1,2,6374,Nélson Cabral Semedo,2,Right Back,9592
1,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9592
1,23,5492,Samuel Yves Umtiti,5,Left Center Back,9592
1,18,5211,Jordi Alba Ramos,6,Left Back,9592
1,4,5470,Ivan Rakitić,9,Right Defensive Midfield,9592
1,5,5203,Sergio Busquets i Burgos,11,Left Defensive Midfield,9592
1,16,3726,Gerard Deulofeu Lázaro,12,Right Midfield,9592
1,8,5216,Andrés Iniesta Luján,16,Left Midfield,9592
1,10,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,9592
1,9,5246,Luis Alberto Suárez Díaz,24,Left Center Forward,9592
2,1,6792,Pau López Sabata,1,Goalkeeper,9592
2,4,6758,Víctor Sánchez Mata,2,Right Back,9592
2,15,6754,David López Silva,3,Right Center Back,9592
2,22,6790,Mario Hermoso Canseco,5,Left Center Back,9592
2,3,6757,Aarón Martín Caricol,6,Left Back,9592
2,19,6763,Pablo Daniel Piatti,12,Right Midfield,9592
2,20,6867,Papa Kouly Diop,13,Right Center Midfield,9592
2,18,6751,Javier Fuego Martínez,15,Left Center Midfield,9592
2,25,3236,Sergi Darder Moll,16,Left Midfield,9592
2,11,6761,Leonardo Carrilho Baptistão,22,Right Center Forward,9592
2,7,6766,Gerard Moreno Balaguero,24,Left Center Forward,9592
2926,1,20055,Marc-André ter Stegen,1,Goalkeeper,9592
2926,2,6374,Nélson Cabral Semedo,2,Right Back,9592
2926,3,5213,Gerard Piqué Bernabéu,3,Right Center Back,9592
2926,23,5492,Samuel Yves Umtiti,5,Left Center Back,9592
2926,18,5211,Jordi Alba Ramos,6,Left Back,9592
2926,15,5542,José Paulo Bezzera Maciel Júnior,13,Right Center Midfield,9592
2926,4,5470,Ivan Rakitić,15,Left Center Midfield,9592
2926,11,5477,Ousmane Dembélé,17,Right Wing,9592
2926,8,5216,Andrés Iniesta Luján,21,Left Wing,9592
2926,10,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,9592
2926,9,5246,Luis Alberto Suárez Díaz,24,Left Center Forward,9592
